head	relation	tail
Methimazole	contraindication	neutropenia
Methimazole	contraindication	cyclic hematopoiesis
Methimazole	contraindication	severe congenital neutropenia
Methimazole	contraindication	X-linked severe congenital neutropenia
Methimazole	contraindication	adult idiopathic neutropenia
Methimazole	contraindication	Kostmann syndrome
Methimazole	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Methimazole	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Methimazole	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Methimazole	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Methimazole	contraindication	constitutional neutropenia
Methimazole	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Procaine	contraindication	agranulocytosis
Procaine	contraindication	neutropenia
Procaine	contraindication	cyclic hematopoiesis
Procaine	contraindication	severe congenital neutropenia
Procaine	contraindication	X-linked severe congenital neutropenia
Procaine	contraindication	adult idiopathic neutropenia
Procaine	contraindication	Kostmann syndrome
Procaine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Procaine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Procaine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Procaine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Procaine	contraindication	constitutional neutropenia
Procaine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Clozapine	contraindication	cyclic hematopoiesis
Clozapine	contraindication	severe congenital neutropenia
Clozapine	contraindication	X-linked severe congenital neutropenia
Clozapine	contraindication	adult idiopathic neutropenia
Clozapine	contraindication	Kostmann syndrome
Clozapine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Clozapine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Clozapine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Clozapine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Clozapine	contraindication	constitutional neutropenia
Clozapine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Probenecid	contraindication	agranulocytosis
Probenecid	contraindication	neutropenia
Probenecid	contraindication	cyclic hematopoiesis
Probenecid	contraindication	severe congenital neutropenia
Probenecid	contraindication	X-linked severe congenital neutropenia
Probenecid	contraindication	adult idiopathic neutropenia
Probenecid	contraindication	Kostmann syndrome
Probenecid	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Probenecid	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Probenecid	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Probenecid	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Probenecid	contraindication	constitutional neutropenia
Probenecid	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Meperidine	contraindication	agranulocytosis
Meperidine	contraindication	neutropenia
Meperidine	contraindication	cyclic hematopoiesis
Meperidine	contraindication	severe congenital neutropenia
Meperidine	contraindication	X-linked severe congenital neutropenia
Meperidine	contraindication	adult idiopathic neutropenia
Meperidine	contraindication	Kostmann syndrome
Meperidine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Meperidine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Meperidine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Meperidine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Meperidine	contraindication	constitutional neutropenia
Meperidine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Phenytoin	contraindication	cyclic hematopoiesis
Phenytoin	contraindication	severe congenital neutropenia
Phenytoin	contraindication	X-linked severe congenital neutropenia
Phenytoin	contraindication	adult idiopathic neutropenia
Phenytoin	contraindication	Kostmann syndrome
Phenytoin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Phenytoin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Phenytoin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Phenytoin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Phenytoin	contraindication	constitutional neutropenia
Phenytoin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Chloramphenicol	contraindication	agranulocytosis
Chloramphenicol	contraindication	neutropenia
Chloramphenicol	contraindication	cyclic hematopoiesis
Chloramphenicol	contraindication	severe congenital neutropenia
Chloramphenicol	contraindication	X-linked severe congenital neutropenia
Chloramphenicol	contraindication	adult idiopathic neutropenia
Chloramphenicol	contraindication	Kostmann syndrome
Chloramphenicol	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Chloramphenicol	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Chloramphenicol	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Chloramphenicol	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Chloramphenicol	contraindication	constitutional neutropenia
Chloramphenicol	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Mesoridazine	contraindication	agranulocytosis
Mesoridazine	contraindication	neutropenia
Mesoridazine	contraindication	cyclic hematopoiesis
Mesoridazine	contraindication	severe congenital neutropenia
Mesoridazine	contraindication	X-linked severe congenital neutropenia
Mesoridazine	contraindication	adult idiopathic neutropenia
Mesoridazine	contraindication	Kostmann syndrome
Mesoridazine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Mesoridazine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Mesoridazine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Mesoridazine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Mesoridazine	contraindication	constitutional neutropenia
Mesoridazine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Fluoxetine	contraindication	cyclic hematopoiesis
Fluoxetine	contraindication	severe congenital neutropenia
Fluoxetine	contraindication	X-linked severe congenital neutropenia
Fluoxetine	contraindication	adult idiopathic neutropenia
Fluoxetine	contraindication	Kostmann syndrome
Fluoxetine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Fluoxetine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Fluoxetine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Fluoxetine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Fluoxetine	contraindication	constitutional neutropenia
Fluoxetine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Propafenone	contraindication	agranulocytosis
Propafenone	contraindication	neutropenia
Propafenone	contraindication	cyclic hematopoiesis
Propafenone	contraindication	severe congenital neutropenia
Propafenone	contraindication	X-linked severe congenital neutropenia
Propafenone	contraindication	adult idiopathic neutropenia
Propafenone	contraindication	Kostmann syndrome
Propafenone	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Propafenone	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Propafenone	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Propafenone	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Propafenone	contraindication	constitutional neutropenia
Propafenone	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Haloperidol	contraindication	cyclic hematopoiesis
Haloperidol	contraindication	severe congenital neutropenia
Haloperidol	contraindication	X-linked severe congenital neutropenia
Haloperidol	contraindication	adult idiopathic neutropenia
Haloperidol	contraindication	Kostmann syndrome
Haloperidol	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Haloperidol	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Haloperidol	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Haloperidol	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Haloperidol	contraindication	constitutional neutropenia
Haloperidol	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Penicillamine	contraindication	agranulocytosis
Penicillamine	contraindication	neutropenia
Penicillamine	contraindication	cyclic hematopoiesis
Penicillamine	contraindication	severe congenital neutropenia
Penicillamine	contraindication	X-linked severe congenital neutropenia
Penicillamine	contraindication	adult idiopathic neutropenia
Penicillamine	contraindication	Kostmann syndrome
Penicillamine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Penicillamine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Penicillamine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Penicillamine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Penicillamine	contraindication	constitutional neutropenia
Penicillamine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Mechlorethamine	contraindication	agranulocytosis
Mechlorethamine	contraindication	neutropenia
Mechlorethamine	contraindication	cyclic hematopoiesis
Mechlorethamine	contraindication	severe congenital neutropenia
Mechlorethamine	contraindication	X-linked severe congenital neutropenia
Mechlorethamine	contraindication	adult idiopathic neutropenia
Mechlorethamine	contraindication	Kostmann syndrome
Mechlorethamine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Mechlorethamine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Mechlorethamine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Mechlorethamine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Mechlorethamine	contraindication	constitutional neutropenia
Mechlorethamine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Propylthiouracil	contraindication	agranulocytosis
Propylthiouracil	contraindication	neutropenia
Propylthiouracil	contraindication	cyclic hematopoiesis
Propylthiouracil	contraindication	severe congenital neutropenia
Propylthiouracil	contraindication	X-linked severe congenital neutropenia
Propylthiouracil	contraindication	adult idiopathic neutropenia
Propylthiouracil	contraindication	Kostmann syndrome
Propylthiouracil	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Propylthiouracil	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Propylthiouracil	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Propylthiouracil	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Propylthiouracil	contraindication	constitutional neutropenia
Propylthiouracil	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Procainamide	contraindication	agranulocytosis
Procainamide	contraindication	neutropenia
Procainamide	contraindication	cyclic hematopoiesis
Procainamide	contraindication	severe congenital neutropenia
Procainamide	contraindication	X-linked severe congenital neutropenia
Procainamide	contraindication	adult idiopathic neutropenia
Procainamide	contraindication	Kostmann syndrome
Procainamide	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Procainamide	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Procainamide	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Procainamide	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Procainamide	contraindication	constitutional neutropenia
Procainamide	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Phenobarbital	contraindication	cyclic hematopoiesis
Phenobarbital	contraindication	severe congenital neutropenia
Phenobarbital	contraindication	X-linked severe congenital neutropenia
Phenobarbital	contraindication	adult idiopathic neutropenia
Phenobarbital	contraindication	Kostmann syndrome
Phenobarbital	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Phenobarbital	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Phenobarbital	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Phenobarbital	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Phenobarbital	contraindication	constitutional neutropenia
Phenobarbital	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Fenofibrate	contraindication	agranulocytosis
Fenofibrate	contraindication	neutropenia
Fenofibrate	contraindication	cyclic hematopoiesis
Fenofibrate	contraindication	severe congenital neutropenia
Fenofibrate	contraindication	X-linked severe congenital neutropenia
Fenofibrate	contraindication	adult idiopathic neutropenia
Fenofibrate	contraindication	Kostmann syndrome
Fenofibrate	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Fenofibrate	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Fenofibrate	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Fenofibrate	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Fenofibrate	contraindication	constitutional neutropenia
Fenofibrate	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Isotretinoin	contraindication	cyclic hematopoiesis
Isotretinoin	contraindication	severe congenital neutropenia
Isotretinoin	contraindication	X-linked severe congenital neutropenia
Isotretinoin	contraindication	adult idiopathic neutropenia
Isotretinoin	contraindication	Kostmann syndrome
Isotretinoin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Isotretinoin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Isotretinoin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Isotretinoin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Isotretinoin	contraindication	constitutional neutropenia
Isotretinoin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Foscarnet	contraindication	cyclic hematopoiesis
Foscarnet	contraindication	severe congenital neutropenia
Foscarnet	contraindication	X-linked severe congenital neutropenia
Foscarnet	contraindication	adult idiopathic neutropenia
Foscarnet	contraindication	Kostmann syndrome
Foscarnet	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Foscarnet	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Foscarnet	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Foscarnet	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Foscarnet	contraindication	constitutional neutropenia
Foscarnet	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Fenofibric acid	contraindication	agranulocytosis
Fenofibric acid	contraindication	neutropenia
Fenofibric acid	contraindication	cyclic hematopoiesis
Fenofibric acid	contraindication	severe congenital neutropenia
Fenofibric acid	contraindication	X-linked severe congenital neutropenia
Fenofibric acid	contraindication	adult idiopathic neutropenia
Fenofibric acid	contraindication	Kostmann syndrome
Fenofibric acid	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Fenofibric acid	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Fenofibric acid	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Fenofibric acid	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Fenofibric acid	contraindication	constitutional neutropenia
Fenofibric acid	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Thiothixene	contraindication	cyclic hematopoiesis
Thiothixene	contraindication	severe congenital neutropenia
Thiothixene	contraindication	X-linked severe congenital neutropenia
Thiothixene	contraindication	adult idiopathic neutropenia
Thiothixene	contraindication	Kostmann syndrome
Thiothixene	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Thiothixene	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Thiothixene	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Thiothixene	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Thiothixene	contraindication	constitutional neutropenia
Thiothixene	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Tretinoin	contraindication	cyclic hematopoiesis
Tretinoin	contraindication	severe congenital neutropenia
Tretinoin	contraindication	X-linked severe congenital neutropenia
Tretinoin	contraindication	adult idiopathic neutropenia
Tretinoin	contraindication	Kostmann syndrome
Tretinoin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Tretinoin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Tretinoin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Tretinoin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Tretinoin	contraindication	constitutional neutropenia
Tretinoin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Carbamazepine	contraindication	cyclic hematopoiesis
Carbamazepine	contraindication	severe congenital neutropenia
Carbamazepine	contraindication	X-linked severe congenital neutropenia
Carbamazepine	contraindication	adult idiopathic neutropenia
Carbamazepine	contraindication	Kostmann syndrome
Carbamazepine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Carbamazepine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Carbamazepine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Carbamazepine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Carbamazepine	contraindication	constitutional neutropenia
Carbamazepine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Daunorubicin	contraindication	cyclic hematopoiesis
Daunorubicin	contraindication	severe congenital neutropenia
Daunorubicin	contraindication	X-linked severe congenital neutropenia
Daunorubicin	contraindication	adult idiopathic neutropenia
Daunorubicin	contraindication	Kostmann syndrome
Daunorubicin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Daunorubicin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Daunorubicin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Daunorubicin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Daunorubicin	contraindication	constitutional neutropenia
Daunorubicin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Pimozide	contraindication	cyclic hematopoiesis
Pimozide	contraindication	severe congenital neutropenia
Pimozide	contraindication	X-linked severe congenital neutropenia
Pimozide	contraindication	adult idiopathic neutropenia
Pimozide	contraindication	Kostmann syndrome
Pimozide	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Pimozide	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Pimozide	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Pimozide	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Pimozide	contraindication	constitutional neutropenia
Pimozide	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Flucytosine	contraindication	agranulocytosis
Flucytosine	contraindication	neutropenia
Flucytosine	contraindication	cyclic hematopoiesis
Flucytosine	contraindication	severe congenital neutropenia
Flucytosine	contraindication	X-linked severe congenital neutropenia
Flucytosine	contraindication	adult idiopathic neutropenia
Flucytosine	contraindication	Kostmann syndrome
Flucytosine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Flucytosine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Flucytosine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Flucytosine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Flucytosine	contraindication	constitutional neutropenia
Flucytosine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Deferasirox	contraindication	cyclic hematopoiesis
Deferasirox	contraindication	severe congenital neutropenia
Deferasirox	contraindication	X-linked severe congenital neutropenia
Deferasirox	contraindication	adult idiopathic neutropenia
Deferasirox	contraindication	Kostmann syndrome
Deferasirox	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Deferasirox	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Deferasirox	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Deferasirox	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Deferasirox	contraindication	constitutional neutropenia
Deferasirox	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Tiopronin	contraindication	agranulocytosis
Tiopronin	contraindication	neutropenia
Tiopronin	contraindication	cyclic hematopoiesis
Tiopronin	contraindication	severe congenital neutropenia
Tiopronin	contraindication	X-linked severe congenital neutropenia
Tiopronin	contraindication	adult idiopathic neutropenia
Tiopronin	contraindication	Kostmann syndrome
Tiopronin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Tiopronin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Tiopronin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Tiopronin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Tiopronin	contraindication	constitutional neutropenia
Tiopronin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Melphalan	contraindication	agranulocytosis
Melphalan	contraindication	neutropenia
Melphalan	contraindication	cyclic hematopoiesis
Melphalan	contraindication	severe congenital neutropenia
Melphalan	contraindication	X-linked severe congenital neutropenia
Melphalan	contraindication	adult idiopathic neutropenia
Melphalan	contraindication	Kostmann syndrome
Melphalan	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Melphalan	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Melphalan	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Melphalan	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Melphalan	contraindication	constitutional neutropenia
Melphalan	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Cytarabine	contraindication	agranulocytosis
Cytarabine	contraindication	neutropenia
Cytarabine	contraindication	cyclic hematopoiesis
Cytarabine	contraindication	severe congenital neutropenia
Cytarabine	contraindication	X-linked severe congenital neutropenia
Cytarabine	contraindication	adult idiopathic neutropenia
Cytarabine	contraindication	Kostmann syndrome
Cytarabine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Cytarabine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Cytarabine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Cytarabine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Cytarabine	contraindication	constitutional neutropenia
Cytarabine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Ziprasidone	contraindication	cyclic hematopoiesis
Ziprasidone	contraindication	severe congenital neutropenia
Ziprasidone	contraindication	X-linked severe congenital neutropenia
Ziprasidone	contraindication	adult idiopathic neutropenia
Ziprasidone	contraindication	Kostmann syndrome
Ziprasidone	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Ziprasidone	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Ziprasidone	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Ziprasidone	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Ziprasidone	contraindication	constitutional neutropenia
Ziprasidone	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Paliperidone	contraindication	cyclic hematopoiesis
Paliperidone	contraindication	severe congenital neutropenia
Paliperidone	contraindication	X-linked severe congenital neutropenia
Paliperidone	contraindication	adult idiopathic neutropenia
Paliperidone	contraindication	Kostmann syndrome
Paliperidone	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Paliperidone	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Paliperidone	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Paliperidone	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Paliperidone	contraindication	constitutional neutropenia
Paliperidone	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Olanzapine	contraindication	cyclic hematopoiesis
Olanzapine	contraindication	severe congenital neutropenia
Olanzapine	contraindication	X-linked severe congenital neutropenia
Olanzapine	contraindication	adult idiopathic neutropenia
Olanzapine	contraindication	Kostmann syndrome
Olanzapine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Olanzapine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Olanzapine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Olanzapine	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Olanzapine	contraindication	constitutional neutropenia
Olanzapine	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Aripiprazole	contraindication	cyclic hematopoiesis
Aripiprazole	contraindication	severe congenital neutropenia
Aripiprazole	contraindication	X-linked severe congenital neutropenia
Aripiprazole	contraindication	adult idiopathic neutropenia
Aripiprazole	contraindication	Kostmann syndrome
Aripiprazole	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Aripiprazole	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Aripiprazole	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Aripiprazole	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Aripiprazole	contraindication	constitutional neutropenia
Aripiprazole	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Griseofulvin	contraindication	agranulocytosis
Griseofulvin	contraindication	neutropenia
Griseofulvin	contraindication	cyclic hematopoiesis
Griseofulvin	contraindication	severe congenital neutropenia
Griseofulvin	contraindication	X-linked severe congenital neutropenia
Griseofulvin	contraindication	adult idiopathic neutropenia
Griseofulvin	contraindication	Kostmann syndrome
Griseofulvin	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Griseofulvin	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Griseofulvin	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Griseofulvin	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Griseofulvin	contraindication	constitutional neutropenia
Griseofulvin	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Primidone	contraindication	cyclic hematopoiesis
Primidone	contraindication	severe congenital neutropenia
Primidone	contraindication	X-linked severe congenital neutropenia
Primidone	contraindication	adult idiopathic neutropenia
Primidone	contraindication	Kostmann syndrome
Primidone	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Primidone	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Primidone	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Primidone	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Primidone	contraindication	constitutional neutropenia
Primidone	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Chlorprothixene	contraindication	cyclic hematopoiesis
Chlorprothixene	contraindication	severe congenital neutropenia
Chlorprothixene	contraindication	X-linked severe congenital neutropenia
Chlorprothixene	contraindication	adult idiopathic neutropenia
Chlorprothixene	contraindication	Kostmann syndrome
Chlorprothixene	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Chlorprothixene	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Chlorprothixene	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
Chlorprothixene	contraindication	autosomal recessive severe congenital neutropenia due to CSF3R deficiency
Chlorprothixene	contraindication	constitutional neutropenia
Chlorprothixene	contraindication	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
Quetiapine	contraindication	cyclic hematopoiesis
Quetiapine	contraindication	severe congenital neutropenia
Quetiapine	contraindication	X-linked severe congenital neutropenia
Quetiapine	contraindication	adult idiopathic neutropenia
Quetiapine	contraindication	Kostmann syndrome
Quetiapine	contraindication	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
Quetiapine	contraindication	congenital neutropenia-myelofibrosis-nephromegaly syndrome
Quetiapine	contraindication	autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
