head	relation	tail
Glycine	contraindication	constipation disorder
Tyramine	contraindication	constipation disorder
Ascorbic acid	contraindication	constipation disorder
Ergocalciferol	contraindication	constipation disorder
Carbinoxamine	contraindication	constipation disorder
Hydromorphone	contraindication	constipation disorder
Naloxone	contraindication	constipation disorder
Bupivacaine	contraindication	constipation disorder
Ephedrine	contraindication	constipation disorder
Calcium gluconate	contraindication	constipation disorder
Guanfacine	contraindication	constipation disorder
Dexchlorpheniramine	contraindication	constipation disorder
Eribulin	contraindication	constipation disorder
Ibuprofen	contraindication	constipation disorder
Cianidanol	contraindication	constipation disorder
Magnesium trisilicate	contraindication	constipation disorder
Phenylpropanolamine	contraindication	constipation disorder
Ferrous fumarate	contraindication	constipation disorder
Chlorpheniramine	contraindication	constipation disorder
Dexbrompheniramine	contraindication	constipation disorder
Dextromethorphan	contraindication	constipation disorder
Hydrocodone	contraindication	constipation disorder
Dihydrocodeine	contraindication	constipation disorder
Cholestyramine	contraindication	constipation disorder
Risedronic acid	contraindication	constipation disorder
Benzocaine	contraindication	nasal cavity polyp
Phenyltoloxamine	contraindication	nasal cavity polyp
Racementhol	contraindication	nasal cavity polyp
Pheniramine	contraindication	nasal cavity polyp
Orphenadrine	contraindication	nasal cavity polyp
Pravastatin	contraindication	nasal cavity polyp
Citric acid	contraindication	nasal cavity polyp
Codeine	contraindication	nasal cavity polyp
Sodium phosphate, monobasic	contraindication	nasal cavity polyp
Benzoic acid	contraindication	nasal cavity polyp
Salicylamide	contraindication	nasal cavity polyp
Choline magnesium trisalicylate	contraindication	nasal cavity polyp
Methylene blue	contraindication	nasal cavity polyp
Phenylephrine	contraindication	nasal cavity polyp
Dipyridamole	contraindication	nasal cavity polyp
Caffeine	contraindication	nasal cavity polyp
Meprobamate	contraindication	nasal cavity polyp
Salsalate	contraindication	nasal cavity polyp
Phenobarbital	contraindication	nasal cavity polyp
Capsaicin	contraindication	nasal cavity polyp
Calcium gluconate	contraindication	nasal cavity polyp
Magnesium salicylate	contraindication	nasal cavity polyp
Cromoglicic acid	contraindication	nasal cavity polyp
Phenylpropanolamine	contraindication	nasal cavity polyp
Lidocaine	contraindication	nasal cavity polyp
Chlorpheniramine	contraindication	nasal cavity polyp
Hydrocodone	contraindication	nasal cavity polyp
Dihydrocodeine	contraindication	nasal cavity polyp
Hyoscyamine	contraindication	nasal cavity polyp
Methenamine	contraindication	nasal cavity polyp
Benzocaine	contraindication	gastroenteritis
Benzocaine	contraindication	congenital prothrombin deficiency
Cefprozil	contraindication	congenital prothrombin deficiency
Phenyltoloxamine	contraindication	congenital prothrombin deficiency
Racementhol	contraindication	congenital prothrombin deficiency
Cefepime	contraindication	congenital prothrombin deficiency
Pheniramine	contraindication	congenital prothrombin deficiency
Orphenadrine	contraindication	congenital prothrombin deficiency
Pravastatin	contraindication	congenital prothrombin deficiency
Citric acid	contraindication	congenital prothrombin deficiency
Codeine	contraindication	congenital prothrombin deficiency
Sodium phosphate, monobasic	contraindication	congenital prothrombin deficiency
Ceftazidime	contraindication	congenital prothrombin deficiency
Cefotetan	contraindication	congenital prothrombin deficiency
Ceftizoxime	contraindication	congenital prothrombin deficiency
Benzoic acid	contraindication	congenital prothrombin deficiency
Salicylamide	contraindication	congenital prothrombin deficiency
Choline magnesium trisalicylate	contraindication	congenital prothrombin deficiency
Methylene blue	contraindication	congenital prothrombin deficiency
Methimazole	contraindication	congenital prothrombin deficiency
Phenylephrine	contraindication	congenital prothrombin deficiency
Dipyridamole	contraindication	congenital prothrombin deficiency
Caffeine	contraindication	congenital prothrombin deficiency
Meprobamate	contraindication	congenital prothrombin deficiency
Cefuroxime	contraindication	congenital prothrombin deficiency
Salsalate	contraindication	congenital prothrombin deficiency
Phenobarbital	contraindication	congenital prothrombin deficiency
Capsaicin	contraindication	congenital prothrombin deficiency
Cefamandole	contraindication	congenital prothrombin deficiency
Calcium gluconate	contraindication	congenital prothrombin deficiency
Cefazolin	contraindication	congenital prothrombin deficiency
Magnesium salicylate	contraindication	congenital prothrombin deficiency
Phenylpropanolamine	contraindication	congenital prothrombin deficiency
Lidocaine	contraindication	congenital prothrombin deficiency
Chlorpheniramine	contraindication	congenital prothrombin deficiency
Hydrocodone	contraindication	congenital prothrombin deficiency
Dihydrocodeine	contraindication	congenital prothrombin deficiency
Hyoscyamine	contraindication	congenital prothrombin deficiency
Methenamine	contraindication	congenital prothrombin deficiency
Synephrine	contraindication	arteriosclerosis disorder
Synephrine	contraindication	atherosclerosis
Polyvinyl alcohol	contraindication	arteriosclerosis disorder
Polyvinyl alcohol	contraindication	atherosclerosis
Diethylpropion	contraindication	arteriosclerosis disorder
Diethylpropion	contraindication	atherosclerosis
Potassium citrate	contraindication	arteriosclerosis disorder
Potassium citrate	contraindication	atherosclerosis
Potassium Iodide	contraindication	arteriosclerosis disorder
Potassium Iodide	contraindication	atherosclerosis
Potassium chloride	contraindication	arteriosclerosis disorder
Potassium chloride	contraindication	atherosclerosis
Sodium citrate	contraindication	arteriosclerosis disorder
Sodium citrate	contraindication	atherosclerosis
Phendimetrazine	contraindication	arteriosclerosis disorder
Phendimetrazine	contraindication	atherosclerosis
Lisdexamfetamine	contraindication	arteriosclerosis disorder
Lisdexamfetamine	contraindication	atherosclerosis
Testosterone	contraindication	arteriosclerosis disorder
Testosterone	contraindication	atherosclerosis
Caffeine	contraindication	arteriosclerosis disorder
Caffeine	contraindication	atherosclerosis
Metamfetamine	contraindication	arteriosclerosis disorder
Metamfetamine	contraindication	atherosclerosis
Cyclopentolate	contraindication	arteriosclerosis disorder
Cyclopentolate	contraindication	atherosclerosis
Dextroamphetamine	contraindication	arteriosclerosis disorder
Dextroamphetamine	contraindication	atherosclerosis
Oxymetholone	contraindication	arteriosclerosis disorder
Oxymetholone	contraindication	atherosclerosis
Amphetamine	contraindication	arteriosclerosis disorder
Amphetamine	contraindication	atherosclerosis
Benzphetamine	contraindication	arteriosclerosis disorder
Benzphetamine	contraindication	atherosclerosis
Oxymetazoline	contraindication	arteriosclerosis disorder
Oxymetazoline	contraindication	atherosclerosis
Phenylpropanolamine	contraindication	arteriosclerosis disorder
Phenylpropanolamine	contraindication	atherosclerosis
Sulfacetamide	contraindication	arteriosclerosis disorder
Sulfacetamide	contraindication	atherosclerosis
Sodium tetradecyl sulfate	contraindication	arteriosclerosis disorder
Sodium tetradecyl sulfate	contraindication	atherosclerosis
Phenmetrazine	contraindication	arteriosclerosis disorder
Phenmetrazine	contraindication	atherosclerosis
Butabarbital	contraindication	arteriosclerosis disorder
Butabarbital	contraindication	atherosclerosis
Calcium chloride	contraindication	arteriosclerosis disorder
Calcium chloride	contraindication	atherosclerosis
Synephrine	contraindication	ventricular tachycardia
Guaifenesin	contraindication	ventricular tachycardia
Phenyltoloxamine	contraindication	ventricular tachycardia
Mepyramine	contraindication	ventricular tachycardia
Pseudoephedrine	contraindication	ventricular tachycardia
Guaiacol	contraindication	ventricular tachycardia
Trandolapril	contraindication	ventricular tachycardia
Potassium citrate	contraindication	ventricular tachycardia
Brompheniramine	contraindication	ventricular tachycardia
Pheniramine	contraindication	ventricular tachycardia
Chlorcyclizine	contraindication	ventricular tachycardia
Cyclizine	contraindication	ventricular tachycardia
Clarithromycin	contraindication	ventricular tachycardia
Clofedanol	contraindication	ventricular tachycardia
Pentoxyverine	contraindication	ventricular tachycardia
Potassium Iodide	contraindication	ventricular tachycardia
Codeine	contraindication	ventricular tachycardia
Potassium chloride	contraindication	ventricular tachycardia
Sodium citrate	contraindication	ventricular tachycardia
Phenylephrine	contraindication	ventricular tachycardia
Caffeine	contraindication	ventricular tachycardia
Verapamil	contraindication	ventricular tachycardia
Scopolamine	contraindication	ventricular tachycardia
Carbinoxamine	contraindication	ventricular tachycardia
Triprolidine	contraindication	ventricular tachycardia
Doxylamine	contraindication	ventricular tachycardia
Diltiazem	contraindication	ventricular tachycardia
Ephedrine	contraindication	ventricular tachycardia
Amoxicillin	contraindication	ventricular tachycardia
Dexchlorpheniramine	contraindication	ventricular tachycardia
Daunorubicin	contraindication	ventricular tachycardia
Phenylpropanolamine	contraindication	ventricular tachycardia
Methscopolamine	contraindication	ventricular tachycardia
Chlorpheniramine	contraindication	ventricular tachycardia
Dexbrompheniramine	contraindication	ventricular tachycardia
Dextromethorphan	contraindication	ventricular tachycardia
Hydrocodone	contraindication	ventricular tachycardia
Dihydrocodeine	contraindication	ventricular tachycardia
Lansoprazole	contraindication	ventricular tachycardia
Calcium chloride	contraindication	ventricular tachycardia
Desmopressin	contraindication	pharyngitis
Desmopressin	contraindication	common cold
Lopinavir	contraindication	obsolete familial combined hyperlipidemia
Lopinavir	contraindication	hyperlipidemia, familial combined, LPL related
Danazol	contraindication	obsolete familial combined hyperlipidemia
Danazol	contraindication	hyperlipidemia, familial combined, LPL related
Ritonavir	contraindication	obsolete familial combined hyperlipidemia
Ritonavir	contraindication	hyperlipidemia, familial combined, LPL related
Nizatidine	contraindication	gastric cancer
Nizatidine	contraindication	gastric neoplasm
Nizatidine	contraindication	diffuse gastric adenocarcinoma
Nizatidine	contraindication	gastric linitis plastica
Nizatidine	contraindication	gastric carcinoma
Famotidine	contraindication	gastric cancer
Famotidine	contraindication	gastric neoplasm
Famotidine	contraindication	diffuse gastric adenocarcinoma
Famotidine	contraindication	gastric linitis plastica
Famotidine	contraindication	gastric carcinoma
Ranitidine	contraindication	gastric cancer
Ranitidine	contraindication	gastric neoplasm
Ranitidine	contraindication	diffuse gastric adenocarcinoma
Ranitidine	contraindication	gastric linitis plastica
Ranitidine	contraindication	gastric carcinoma
Cimetidine	contraindication	gastric cancer
Cimetidine	contraindication	gastric neoplasm
Cimetidine	contraindication	diffuse gastric adenocarcinoma
Cimetidine	contraindication	gastric linitis plastica
Cimetidine	contraindication	gastric carcinoma
Magnesium hydroxide	contraindication	gastric cancer
Magnesium hydroxide	contraindication	gastric neoplasm
Magnesium hydroxide	contraindication	diffuse gastric adenocarcinoma
Magnesium hydroxide	contraindication	gastric linitis plastica
Magnesium hydroxide	contraindication	gastric carcinoma
Glimepiride	contraindication	pulmonary edema
Guaifenesin	contraindication	pulmonary edema
Pseudoephedrine	contraindication	pulmonary edema
Guaiacol	contraindication	pulmonary edema
Potassium citrate	contraindication	pulmonary edema
Iloprost	contraindication	pulmonary edema
Citric acid	contraindication	pulmonary edema
Potassium Iodide	contraindication	pulmonary edema
Didanosine	contraindication	pulmonary edema
Hydroxyzine	contraindication	pulmonary edema
Sodium citrate	contraindication	pulmonary edema
Metformin	contraindication	pulmonary edema
Phenylephrine	contraindication	pulmonary edema
Theophylline	contraindication	pulmonary edema
Pentostatin	contraindication	pulmonary edema
Phenobarbital	contraindication	pulmonary edema
Epoprostenol	contraindication	pulmonary edema
Ephedrine	contraindication	pulmonary edema
Terbutaline	contraindication	pulmonary edema
Imatinib	contraindication	pulmonary edema
Bosentan	contraindication	pulmonary edema
Cytarabine	contraindication	pulmonary edema
Dextromethorphan	contraindication	pulmonary edema
Ammonium chloride	contraindication	pulmonary edema
Docetaxel	contraindication	pulmonary edema
Glimepiride	contraindication	myocardial ischemia
Guaifenesin	contraindication	myocardial ischemia
Phenyltoloxamine	contraindication	myocardial ischemia
Mepyramine	contraindication	myocardial ischemia
Vinblastine	contraindication	myocardial ischemia
Vinblastine	contraindication	coronary artery disease
Pheniramine	contraindication	myocardial ischemia
Quinapril	contraindication	myocardial ischemia
Quinapril	contraindication	coronary artery disease
Itraconazole	contraindication	myocardial ischemia
Itraconazole	contraindication	coronary artery disease
Perazine	contraindication	myocardial ischemia
Alimemazine	contraindication	myocardial ischemia
Alimemazine	contraindication	coronary artery disease
Orphenadrine	contraindication	myocardial ischemia
Orphenadrine	contraindication	coronary artery disease
Riboflavin	contraindication	myocardial ischemia
Riboflavin	contraindication	coronary artery disease
Ofloxacin	contraindication	myocardial ischemia
Ofloxacin	contraindication	coronary artery disease
Cisapride	contraindication	myocardial ischemia
Cisapride	contraindication	coronary artery disease
Pentoxyverine	contraindication	myocardial ischemia
Potassium Iodide	contraindication	myocardial ischemia
Codeine	contraindication	myocardial ischemia
Isopropamide	contraindication	myocardial ischemia
Norfloxacin	contraindication	myocardial ischemia
Norfloxacin	contraindication	coronary artery disease
Fluphenazine	contraindication	myocardial ischemia
Fluphenazine	contraindication	coronary artery disease
Modafinil	contraindication	myocardial ischemia
Modafinil	contraindication	coronary artery disease
Hydroxyzine	contraindication	myocardial ischemia
Metformin	contraindication	myocardial ischemia
Asenapine	contraindication	myocardial ischemia
Asenapine	contraindication	coronary artery disease
Salicylamide	contraindication	myocardial ischemia
Salicylamide	contraindication	coronary artery disease
Ipratropium	contraindication	myocardial ischemia
Ipratropium	contraindication	coronary artery disease
Phenylephrine	contraindication	myocardial ischemia
Orciprenaline	contraindication	myocardial ischemia
Chlorothiazide	contraindication	myocardial ischemia
Hydrochlorothiazide	contraindication	myocardial ischemia
Theophylline	contraindication	myocardial ischemia
Promazine	contraindication	myocardial ischemia
Promazine	contraindication	coronary artery disease
Perphenazine	contraindication	myocardial ischemia
Perphenazine	contraindication	coronary artery disease
Prochlorperazine	contraindication	myocardial ischemia
Caffeine	contraindication	myocardial ischemia
Fluoxetine	contraindication	myocardial ischemia
Fluoxetine	contraindication	coronary artery disease
Floxuridine	contraindication	myocardial ischemia
Floxuridine	contraindication	coronary artery disease
Chlorpromazine	contraindication	myocardial ischemia
Chlorpromazine	contraindication	coronary artery disease
Amitriptyline	contraindication	myocardial ischemia
Amitriptyline	contraindication	coronary artery disease
Phenobarbital	contraindication	myocardial ischemia
Dyphylline	contraindication	myocardial ischemia
Isotretinoin	contraindication	myocardial ischemia
Isotretinoin	contraindication	coronary artery disease
Clonidine	contraindication	myocardial ischemia
Clonidine	contraindication	coronary artery disease
Ribavirin	contraindication	myocardial ischemia
Amphetamine	contraindication	myocardial ischemia
Ephedrine	contraindication	myocardial ischemia
Calcium gluconate	contraindication	myocardial ischemia
Calcium gluconate	contraindication	coronary artery disease
Sorafenib	contraindication	myocardial ischemia
Acetophenazine	contraindication	myocardial ischemia
Acetophenazine	contraindication	coronary artery disease
Terbutaline	contraindication	myocardial ischemia
Terbutaline	contraindication	coronary artery disease
Naproxen	contraindication	myocardial ischemia
Ixabepilone	contraindication	myocardial ischemia
Ixabepilone	contraindication	coronary artery disease
Lopinavir	contraindication	myocardial ischemia
Lopinavir	contraindication	coronary artery disease
Magnesium salicylate	contraindication	myocardial ischemia
Magnesium salicylate	contraindication	coronary artery disease
Salbutamol	contraindication	myocardial ischemia
Salbutamol	contraindication	coronary artery disease
Erlotinib	contraindication	myocardial ischemia
Erlotinib	contraindication	coronary artery disease
Frovatriptan	contraindication	myocardial ischemia
Ibuprofen	contraindication	myocardial ischemia
Ritonavir	contraindication	myocardial ischemia
Ritonavir	contraindication	coronary artery disease
Almotriptan	contraindication	myocardial ischemia
Moxifloxacin	contraindication	myocardial ischemia
Moxifloxacin	contraindication	coronary artery disease
Tropicamide	contraindication	myocardial ischemia
Tropicamide	contraindication	coronary artery disease
Phenylpropanolamine	contraindication	myocardial ischemia
Ziprasidone	contraindication	myocardial ischemia
Ziprasidone	contraindication	coronary artery disease
Triflupromazine	contraindication	myocardial ischemia
Triflupromazine	contraindication	coronary artery disease
Rizatriptan	contraindication	myocardial ischemia
Rizatriptan	contraindication	coronary artery disease
Eletriptan	contraindication	myocardial ischemia
Zolmitriptan	contraindication	myocardial ischemia
Olanzapine	contraindication	myocardial ischemia
Olanzapine	contraindication	coronary artery disease
Chlorpheniramine	contraindication	myocardial ischemia
Aripiprazole	contraindication	myocardial ischemia
Aripiprazole	contraindication	coronary artery disease
Dihydrocodeine	contraindication	myocardial ischemia
Naratriptan	contraindication	myocardial ischemia
Ammonium chloride	contraindication	myocardial ischemia
Ammonium chloride	contraindication	coronary artery disease
Ergotamine	contraindication	myocardial ischemia
Quetiapine	contraindication	myocardial ischemia
Quetiapine	contraindication	coronary artery disease
Risperidone	contraindication	myocardial ischemia
Risperidone	contraindication	coronary artery disease
Moexipril	contraindication	myocardial ischemia
Moexipril	contraindication	coronary artery disease
Sumatriptan	contraindication	myocardial ischemia
Levofloxacin	contraindication	myocardial ischemia
Levofloxacin	contraindication	coronary artery disease
Buprenorphine	contraindication	substance abuse/dependence
Venlafaxine	contraindication	inappropriate ADH syndrome
Venlafaxine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Desvenlafaxine	contraindication	inappropriate ADH syndrome
Desvenlafaxine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Milnacipran	contraindication	inappropriate ADH syndrome
Milnacipran	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Sertraline	contraindication	inappropriate ADH syndrome
Sertraline	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Lisinopril	contraindication	inappropriate ADH syndrome
Lisinopril	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Paroxetine	contraindication	inappropriate ADH syndrome
Paroxetine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Citalopram	contraindication	inappropriate ADH syndrome
Citalopram	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Chlorothiazide	contraindication	inappropriate ADH syndrome
Chlorothiazide	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Hydrochlorothiazide	contraindication	inappropriate ADH syndrome
Hydrochlorothiazide	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Fluoxetine	contraindication	inappropriate ADH syndrome
Fluoxetine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Fluvoxamine	contraindication	inappropriate ADH syndrome
Fluvoxamine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Carbamazepine	contraindication	inappropriate ADH syndrome
Carbamazepine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Oxcarbazepine	contraindication	inappropriate ADH syndrome
Oxcarbazepine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Trazodone	contraindication	inappropriate ADH syndrome
Trazodone	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Vilazodone	contraindication	inappropriate ADH syndrome
Vilazodone	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Olanzapine	contraindication	inappropriate ADH syndrome
Olanzapine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Escitalopram	contraindication	inappropriate ADH syndrome
Escitalopram	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Duloxetine	contraindication	inappropriate ADH syndrome
Duloxetine	contraindication	nephrogenic syndrome of inappropriate antidiuresis
Venlafaxine	contraindication	cerebrovascular disorder
Desvenlafaxine	contraindication	cerebrovascular disorder
Warfarin	contraindication	cerebrovascular disorder
Chlorthalidone	contraindication	cerebrovascular disorder
Dicoumarol	contraindication	cerebrovascular disorder
Brimonidine	contraindication	cerebrovascular disorder
Isocarboxazid	contraindication	cerebrovascular disorder
Apomorphine	contraindication	cerebrovascular disorder
Morphine	contraindication	cerebrovascular disorder
Phenelzine	contraindication	cerebrovascular disorder
Guanabenz	contraindication	cerebrovascular disorder
Clonidine	contraindication	cerebrovascular disorder
Diazoxide	contraindication	cerebrovascular disorder
Estramustine	contraindication	cerebrovascular disorder
Guanfacine	contraindication	cerebrovascular disorder
Timolol	contraindication	cerebrovascular disorder
Tranylcypromine	contraindication	cerebrovascular disorder
Ziprasidone	contraindication	cerebrovascular disorder
Paliperidone	contraindication	cerebrovascular disorder
Aripiprazole	contraindication	cerebrovascular disorder
Quetiapine	contraindication	cerebrovascular disorder
Phenyltoloxamine	contraindication	anxiety disorder
Mepyramine	contraindication	anxiety disorder
Pheniramine	contraindication	anxiety disorder
Orphenadrine	contraindication	anxiety disorder
Riboflavin	contraindication	anxiety disorder
Salicylamide	contraindication	anxiety disorder
Phenylephrine	contraindication	anxiety disorder
Bupropion	contraindication	anxiety disorder
Calcium gluconate	contraindication	anxiety disorder
Magnesium salicylate	contraindication	anxiety disorder
Ibuprofen	contraindication	anxiety disorder
Phenylpropanolamine	contraindication	anxiety disorder
Chlorpheniramine	contraindication	anxiety disorder
Dihydrocodeine	contraindication	anxiety disorder
Ammonium chloride	contraindication	anxiety disorder
Fosphenytoin	contraindication	cyclic hematopoiesis
Fosphenytoin	contraindication	severe congenital neutropenia
Fosphenytoin	contraindication	constitutional neutropenia
Ofloxacin	contraindication	cyclic hematopoiesis
Ofloxacin	contraindication	severe congenital neutropenia
Ofloxacin	contraindication	constitutional neutropenia
Ganciclovir	contraindication	cyclic hematopoiesis
Ganciclovir	contraindication	severe congenital neutropenia
Ganciclovir	contraindication	constitutional neutropenia
Leflunomide	contraindication	cyclic hematopoiesis
Leflunomide	contraindication	severe congenital neutropenia
Leflunomide	contraindication	constitutional neutropenia
Molindone	contraindication	cyclic hematopoiesis
Molindone	contraindication	severe congenital neutropenia
Molindone	contraindication	constitutional neutropenia
Norfloxacin	contraindication	cyclic hematopoiesis
Norfloxacin	contraindication	severe congenital neutropenia
Norfloxacin	contraindication	constitutional neutropenia
Asenapine	contraindication	cyclic hematopoiesis
Asenapine	contraindication	severe congenital neutropenia
Asenapine	contraindication	constitutional neutropenia
Colchicine	contraindication	cyclic hematopoiesis
Colchicine	contraindication	severe congenital neutropenia
Colchicine	contraindication	constitutional neutropenia
Methimazole	contraindication	cyclic hematopoiesis
Methimazole	contraindication	severe congenital neutropenia
Methimazole	contraindication	constitutional neutropenia
Probenecid	contraindication	cyclic hematopoiesis
Probenecid	contraindication	severe congenital neutropenia
Probenecid	contraindication	constitutional neutropenia
Phenytoin	contraindication	cyclic hematopoiesis
Phenytoin	contraindication	severe congenital neutropenia
Phenytoin	contraindication	constitutional neutropenia
Chloramphenicol	contraindication	cyclic hematopoiesis
Chloramphenicol	contraindication	severe congenital neutropenia
Chloramphenicol	contraindication	constitutional neutropenia
Mesoridazine	contraindication	cyclic hematopoiesis
Mesoridazine	contraindication	severe congenital neutropenia
Mesoridazine	contraindication	constitutional neutropenia
Fluoxetine	contraindication	cyclic hematopoiesis
Fluoxetine	contraindication	severe congenital neutropenia
Fluoxetine	contraindication	constitutional neutropenia
Propafenone	contraindication	cyclic hematopoiesis
Propafenone	contraindication	severe congenital neutropenia
Propafenone	contraindication	constitutional neutropenia
Haloperidol	contraindication	cyclic hematopoiesis
Haloperidol	contraindication	severe congenital neutropenia
Haloperidol	contraindication	constitutional neutropenia
Penicillamine	contraindication	cyclic hematopoiesis
Penicillamine	contraindication	severe congenital neutropenia
Penicillamine	contraindication	constitutional neutropenia
Mechlorethamine	contraindication	cyclic hematopoiesis
Mechlorethamine	contraindication	severe congenital neutropenia
Mechlorethamine	contraindication	constitutional neutropenia
Propylthiouracil	contraindication	cyclic hematopoiesis
Propylthiouracil	contraindication	severe congenital neutropenia
Propylthiouracil	contraindication	constitutional neutropenia
Phenobarbital	contraindication	cyclic hematopoiesis
Phenobarbital	contraindication	severe congenital neutropenia
Phenobarbital	contraindication	constitutional neutropenia
Fenofibrate	contraindication	cyclic hematopoiesis
Fenofibrate	contraindication	severe congenital neutropenia
Fenofibrate	contraindication	constitutional neutropenia
Isotretinoin	contraindication	cyclic hematopoiesis
Isotretinoin	contraindication	severe congenital neutropenia
Isotretinoin	contraindication	constitutional neutropenia
Fenofibric acid	contraindication	cyclic hematopoiesis
Fenofibric acid	contraindication	severe congenital neutropenia
Fenofibric acid	contraindication	constitutional neutropenia
Thiothixene	contraindication	cyclic hematopoiesis
Thiothixene	contraindication	severe congenital neutropenia
Thiothixene	contraindication	constitutional neutropenia
Tretinoin	contraindication	cyclic hematopoiesis
Tretinoin	contraindication	severe congenital neutropenia
Tretinoin	contraindication	constitutional neutropenia
Carbamazepine	contraindication	cyclic hematopoiesis
Carbamazepine	contraindication	severe congenital neutropenia
Carbamazepine	contraindication	constitutional neutropenia
Daunorubicin	contraindication	cyclic hematopoiesis
Daunorubicin	contraindication	severe congenital neutropenia
Daunorubicin	contraindication	constitutional neutropenia
Pimozide	contraindication	cyclic hematopoiesis
Pimozide	contraindication	severe congenital neutropenia
Pimozide	contraindication	constitutional neutropenia
Deferasirox	contraindication	cyclic hematopoiesis
Deferasirox	contraindication	severe congenital neutropenia
Deferasirox	contraindication	constitutional neutropenia
Tiopronin	contraindication	cyclic hematopoiesis
Tiopronin	contraindication	severe congenital neutropenia
Tiopronin	contraindication	constitutional neutropenia
Melphalan	contraindication	cyclic hematopoiesis
Melphalan	contraindication	severe congenital neutropenia
Melphalan	contraindication	constitutional neutropenia
Cytarabine	contraindication	cyclic hematopoiesis
Cytarabine	contraindication	severe congenital neutropenia
Cytarabine	contraindication	constitutional neutropenia
Ziprasidone	contraindication	cyclic hematopoiesis
Ziprasidone	contraindication	severe congenital neutropenia
Ziprasidone	contraindication	constitutional neutropenia
Paliperidone	contraindication	cyclic hematopoiesis
Paliperidone	contraindication	severe congenital neutropenia
Paliperidone	contraindication	constitutional neutropenia
Olanzapine	contraindication	cyclic hematopoiesis
Olanzapine	contraindication	severe congenital neutropenia
Olanzapine	contraindication	constitutional neutropenia
Aripiprazole	contraindication	cyclic hematopoiesis
Aripiprazole	contraindication	severe congenital neutropenia
Aripiprazole	contraindication	constitutional neutropenia
Griseofulvin	contraindication	cyclic hematopoiesis
Griseofulvin	contraindication	severe congenital neutropenia
Griseofulvin	contraindication	constitutional neutropenia
Primidone	contraindication	cyclic hematopoiesis
Primidone	contraindication	severe congenital neutropenia
Primidone	contraindication	constitutional neutropenia
Chlorprothixene	contraindication	cyclic hematopoiesis
Chlorprothixene	contraindication	severe congenital neutropenia
Chlorprothixene	contraindication	constitutional neutropenia
Quetiapine	contraindication	cyclic hematopoiesis
Quetiapine	contraindication	severe congenital neutropenia
Quetiapine	contraindication	constitutional neutropenia
Risperidone	contraindication	cyclic hematopoiesis
Risperidone	contraindication	severe congenital neutropenia
Risperidone	contraindication	constitutional neutropenia
Levofloxacin	contraindication	cyclic hematopoiesis
Levofloxacin	contraindication	severe congenital neutropenia
Levofloxacin	contraindication	constitutional neutropenia
Guaifenesin	contraindication	pseudotumor cerebri
Guaifenesin	contraindication	intracranial hypertension
Mepyramine	contraindication	pseudotumor cerebri
Mepyramine	contraindication	intracranial hypertension
Pseudoephedrine	contraindication	pseudotumor cerebri
Pseudoephedrine	contraindication	intracranial hypertension
Guaiacol	contraindication	pseudotumor cerebri
Guaiacol	contraindication	intracranial hypertension
Homatropine	contraindication	pseudotumor cerebri
Homatropine	contraindication	intracranial hypertension
Hydralazine	contraindication	pseudotumor cerebri
Hydralazine	contraindication	intracranial hypertension
Brompheniramine	contraindication	pseudotumor cerebri
Brompheniramine	contraindication	intracranial hypertension
Pheniramine	contraindication	pseudotumor cerebri
Pheniramine	contraindication	intracranial hypertension
Chlorcyclizine	contraindication	pseudotumor cerebri
Chlorcyclizine	contraindication	intracranial hypertension
Cyclizine	contraindication	pseudotumor cerebri
Cyclizine	contraindication	intracranial hypertension
Amyl Nitrite	contraindication	pseudotumor cerebri
Amyl Nitrite	contraindication	intracranial hypertension
Homatropine methylbromide	contraindication	pseudotumor cerebri
Homatropine methylbromide	contraindication	intracranial hypertension
Potassium Iodide	contraindication	pseudotumor cerebri
Potassium Iodide	contraindication	intracranial hypertension
Codeine	contraindication	pseudotumor cerebri
Codeine	contraindication	intracranial hypertension
Salicylamide	contraindication	pseudotumor cerebri
Salicylamide	contraindication	intracranial hypertension
Cysteamine	contraindication	pseudotumor cerebri
Cysteamine	contraindication	intracranial hypertension
Cyclosporine	contraindication	pseudotumor cerebri
Cyclosporine	contraindication	intracranial hypertension
Phenylephrine	contraindication	pseudotumor cerebri
Phenylephrine	contraindication	intracranial hypertension
Chlorothiazide	contraindication	pseudotumor cerebri
Chlorothiazide	contraindication	intracranial hypertension
Hydrochlorothiazide	contraindication	pseudotumor cerebri
Hydrochlorothiazide	contraindication	intracranial hypertension
